Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
"World War II, occupation, and the Civil War in Greece dataset : records of the U.S. State Department Classified Files","Text corpus dataset for computational analysis of World War II, occupation, and the Civil War in Greece dataset : records of the U.S. State Department Classified Files. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624202,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
"""Through the camera lens"" dataset : the Moving picture world and the silent cinema era","Text corpus dataset for computational analysis of ""Through the camera lens"" dataset : the Moving picture world and the silent cinema era. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624203,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"""We were prepared for the possibility of death"" dataset : Freedom Riders in the South","Text corpus dataset for computational analysis of ""We were prepared for the possibility of death"" dataset : Freedom Riders in the South. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624204,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Atlanta constitution dataset,"Text corpus dataset for computational analysis of Atlanta constitution dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624205,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Austin American statesman dataset,"Text corpus dataset for computational analysis of Austin American statesman dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624206,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Baltimore sun dataset,"Text corpus dataset for computational analysis of Baltimore sun dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624207,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Black economic empowerment dataset : the National Negro Business League,"Text corpus dataset for computational analysis of Black economic empowerment dataset : the National Negro Business League. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624208,Hosted text data available by request through Yale Library.,Humanities & History; Business & Economics; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
"Black freedom struggle in the 20th century dataset, organizational records and personal papers.","Text corpus dataset for computational analysis of Black freedom struggle in the 20th century dataset, organizational records and personal papers. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624209,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Black Liberation Army and the program of armed struggle dataset,"Text corpus dataset for computational analysis of Black Liberation Army and the program of armed struggle dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624210,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Black nationalism and the Revolutionary Action Movement dataset : the papers of Muhammad Ahmad (Max Stanford),"Text corpus dataset for computational analysis of Black nationalism and the Revolutionary Action Movement dataset : the papers of Muhammad Ahmad (Max Stanford). Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624211,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Boston globe dataset,"Text corpus dataset for computational analysis of Boston globe dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624212,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
British literary manuscripts online dataset,"Text corpus dataset for computational analysis of British literary manuscripts online dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624213,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
19th century British Library newspapers dataset.,"Text corpus dataset for computational analysis of 19th century British Library newspapers dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624214,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
British periodicals dataset.,"Text corpus dataset for computational analysis of British periodicals dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624216,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Bush presidency and development and debate over civil rights policy and legislation dataset,"Geospatial dataset related to Bush presidency and development and debate over civil rights policy and legislation dataset. Hosted by Yale Library for mapping, spatial analysis, and place-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624217,Hosted text data available by request through Yale Library.,GIS & Spatial Data; Social Sciences; Government & Public Policy,Geospatial Data,Hosted by Yale Library,Yale Library
Chicago defender dataset,"Text corpus dataset for computational analysis of Chicago defender dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624218,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Chicago tribune dataset,"Text corpus dataset for computational analysis of Chicago tribune dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624219,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Chinese Civil War and U.S.-China relations dataset : records of the U.S. State Department's Office of Chinese Affairs,"Linguistic dataset related to Chinese Civil War and U.S.-China relations dataset : records of the U.S. State Department's Office of Chinese Affairs. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624220,Hosted text data available by request through Yale Library.,Humanities & History; Technology & Innovation; Government & Public Policy,Linguistic Data,Hosted by Yale Library,Yale Library
Chinese recorder and the Protestant missionary community in China dataset,"Linguistic dataset related to Chinese recorder and the Protestant missionary community in China dataset. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624221,Hosted text data available by request through Yale Library.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Christian Science monitor dataset,"Text corpus dataset for computational analysis of Christian Science monitor dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624222,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Cincinnati enquirer dataset,"Text corpus dataset for computational analysis of Cincinnati enquirer dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624223,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Civil War in words and deeds dataset,"Text corpus dataset for computational analysis of Civil War in words and deeds dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624224,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Civil War service reports of Union army generals dataset,"Text corpus dataset for computational analysis of Civil War service reports of Union army generals dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624226,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"Clean Air Act Amendments of 1990 dataset : reduction of acid rain, urban air pollution, and environmental policy","Survey dataset related to Clean Air Act Amendments of 1990 dataset : reduction of acid rain, urban air pollution, and environmental policy. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624227,Hosted text data available by request through Yale Library.,Social Sciences; Government & Public Policy; Energy & Environment,Survey Data,Hosted by Yale Library,Yale Library
Cold War dataset : voices of confrontation and conciliation,"Text corpus dataset for computational analysis of Cold War dataset : voices of confrontation and conciliation. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624228,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Conditions & politics in occupied Western Europe dataset,"Text corpus dataset for computational analysis of Conditions & politics in occupied Western Europe dataset. Hosted by Yale Library for text and data mining, digital scholarship, and related research workflows.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624229,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
