Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Sunday times digital archive dataset,Historical or primary-source text dataset related to Sunday times digital archive dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624178,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
"Testaments to the Holocaust dataset : documents and rare printed materials from the Wiener Library, London","Historical or primary-source text dataset related to Testaments to the Holocaust dataset : documents and rare printed materials from the Wiener Library, London.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624179,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Tiananmen Square and U.S.-China relations dataset,Historical or primary-source text dataset related to Tiananmen Square and U.S.-China relations dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624180,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Times digital archive dataset,Historical or primary-source text dataset related to Times digital archive dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624181,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
TLS historical archive dataset,Historical or primary-source text dataset related to TLS historical archive dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624182,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. and Iraqi relations dataset : U.S. technical aid,Historical or primary-source text dataset related to U.S. and Iraqi relations dataset : U.S. technical aid.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624183,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. civilian advisory effort in Vietnam dataset : U.S. Operations Mission,Historical or primary-source text dataset related to U.S. civilian advisory effort in Vietnam dataset : U.S. Operations Mission.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624184,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. declassified documents online dataset,Historical or primary-source text dataset related to U.S. declassified documents online dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624185,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. Middle East peace policy and America's role in the Middle East peace process dataset,Historical or primary-source text dataset related to U.S. Middle East peace policy and America's role in the Middle East peace process dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624186,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
U.S. relations with the Vatican and the Holocaust dataset,Historical or primary-source text dataset related to U.S. relations with the Vatican and the Holocaust dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624187,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Vogue archive dataset,Historical or primary-source text dataset related to Vogue archive dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624188,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Wall Street journal dataset,Historical or primary-source text dataset related to Wall Street journal dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624189,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
War Department and Indian affairs dataset,Historical or primary-source text dataset related to War Department and Indian affairs dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624190,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
War of 1812 dataset : diplomacy on the high seas,Historical or primary-source text dataset related to War of 1812 dataset : diplomacy on the high seas.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624191,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Washington post dataset,Historical or primary-source text dataset related to Washington post dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624192,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Witchcraft in Europe and America dataset,Historical or primary-source text dataset related to Witchcraft in Europe and America dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624193,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Women organizing transnationally dataset : the Committee of Correspondence,Historical or primary-source text dataset related to Women organizing transnationally dataset : the Committee of Correspondence.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624194,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
"Women, war and society dataset","Historical or primary-source text dataset related to Women, war and society dataset.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624195,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Women's issues and their advocacy within the White House dataset,Historical or primary-source text dataset related to Women's issues and their advocacy within the White House dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624196,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Women's magazine archive dataset,Historical or primary-source text dataset related to Women's magazine archive dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624197,Hosted text data available by request through Yale Library.,Humanities & History; News & Media; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Women's wear daily archive dataset,Historical or primary-source text dataset related to Women's wear daily archive dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624199,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
World scholar dataset,Historical or primary-source text dataset related to World scholar dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624200,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"World War II dataset : U.S. documents on planning, operations, intelligence, Axis war crimes, and refugees","Historical or primary-source text dataset related to World War II dataset : U.S. documents on planning, operations, intelligence, Axis war crimes, and refugees.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624201,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
"World War II, occupation, and the Civil War in Greece dataset : records of the U.S. State Department Classified Files","Historical or primary-source text dataset related to World War II, occupation, and the Civil War in Greece dataset : records of the U.S. State Department Classified Files.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624202,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
Through the camera lens dataset : the Moving picture world and the silent cinema era,Historical or primary-source text dataset related to Through the camera lens dataset : the Moving picture world and the silent cinema era.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624203,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"Freedom Riders in the South ""We were prepared for the possibility of death"" dataset","Historical or primary-source text dataset related to Freedom Riders in the South ""We were prepared for the possibility of death"" dataset.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624204,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Atlanta constitution dataset,Historical or primary-source text dataset related to Atlanta constitution dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624205,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Austin American statesman dataset,Historical or primary-source text dataset related to Austin American statesman dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624206,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Baltimore sun dataset,Historical or primary-source text dataset related to Baltimore sun dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624207,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Black economic empowerment dataset : the National Negro Business League,Historical or primary-source text dataset related to Black economic empowerment dataset : the National Negro Business League.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624208,Hosted text data available by request through Yale Library.,Humanities & History; Business & Economics; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
"Black freedom struggle in the 20th century dataset, organizational records and personal papers","Historical or primary-source text dataset related to Black freedom struggle in the 20th century dataset, organizational records and personal papers.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624209,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Black Liberation Army and the program of armed struggle dataset,Historical or primary-source text dataset related to Black Liberation Army and the program of armed struggle dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624210,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Black nationalism and the Revolutionary Action Movement dataset : the papers of Muhammad Ahmad (Max Stanford),Historical or primary-source text dataset related to Black nationalism and the Revolutionary Action Movement dataset : the papers of Muhammad Ahmad (Max Stanford).,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624211,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Boston globe dataset,Historical or primary-source text dataset related to Boston globe dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624212,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
British literary manuscripts online dataset,Historical or primary-source text dataset related to British literary manuscripts online dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624213,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
19th century British Library newspapers dataset,Historical or primary-source text dataset related to 19th century British Library newspapers dataset.,https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624214,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
